id,lang,type,code_raw,code_masked,masked
3126,java,expression_statement,"public DescribeInstanceAttributeRequest(String instanceId, InstanceAttributeName attribute) {setInstanceId(instanceId);setAttribute(attribute.toString());}","public DescribeInstanceAttributeRequest(String instanceId, InstanceAttributeName attribute) {<MASKED>setAttribute(attribute.toString());}",setInstanceId(instanceId);
3127,c#,expression_statement,"public DescribeInstanceAttributeRequest(string instanceId, InstanceAttributeName attribute){_instanceId = instanceId;_attribute = attribute;}","public DescribeInstanceAttributeRequest(string instanceId, InstanceAttributeName attribute){<MASKED>_attribute = attribute;}",_instanceId = instanceId;
3128,java,expression_statement,"public static RevFilter create(RevFilter[] list) {if (list.length == 2)return create(list[0], list[1]);if (list.length < 2)throw new IllegalArgumentException(JGitText.get().atLeastTwoFiltersNeeded);final RevFilter[] subfilters = new RevFilter[list.length];System.arraycopy(list, 0, subfilters, 0, list.length);return new List(subfilters);}","public static RevFilter create(RevFilter[] list) {if (list.length == 2)return create(list[0], list[1]);if (list.length < 2)throw new IllegalArgumentException(JGitText.get().atLeastTwoFiltersNeeded);final RevFilter[] subfilters = new RevFilter[list.length];<MASKED>return new List(subfilters);}","System.arraycopy(list, 0, subfilters, 0, list.length);"
3129,c#,expression_statement,"public static RevFilter Create(RevFilter[] list){if (list.Length == 2){return Create(list[0], list[1]);}if (list.Length < 2){throw new ArgumentException(JGitText.Get().atLeastTwoFiltersNeeded);}RevFilter[] subfilters = new RevFilter[list.Length];System.Array.Copy(list, 0, subfilters, 0, list.Length);return new AndRevFilter.List(subfilters);}","public static RevFilter Create(RevFilter[] list){if (list.Length == 2){return Create(list[0], list[1]);}if (list.Length < 2){throw new ArgumentException(JGitText.Get().atLeastTwoFiltersNeeded);}RevFilter[] subfilters = new RevFilter[list.Length];<MASKED>return new AndRevFilter.List(subfilters);}","System.Array.Copy(list, 0, subfilters, 0, list.Length);"
3130,java,expression_statement,public void reset() {seek(0);},public void reset() {<MASKED>},seek(0);
3131,c#,expression_statement,public virtual void Reset(){Seek(0);},public virtual void Reset(){<MASKED>},Seek(0);
3132,java,expression_statement,public ListResourceRecordSetsRequest(String hostedZoneId) {setHostedZoneId(hostedZoneId);},public ListResourceRecordSetsRequest(String hostedZoneId) {<MASKED>},setHostedZoneId(hostedZoneId);
3133,c#,expression_statement,public ListResourceRecordSetsRequest(string hostedZoneId){_hostedZoneId = hostedZoneId;},public ListResourceRecordSetsRequest(string hostedZoneId){<MASKED>},_hostedZoneId = hostedZoneId;
3134,java,expression_statement,public EventBasedExcelExtractor(POIFSFileSystem fs) {this(fs.getRoot());super.setFilesystem(fs);},public EventBasedExcelExtractor(POIFSFileSystem fs) {this<MASKED>super.setFilesystem(fs);},(fs.getRoot());
3135,c#,expression_statement,public EventBasedExcelExtractor(POIFSFileSystem fs): base(null){this.fs = fs;},public EventBasedExcelExtractor(POIFSFileSystem fs): base(null){<MASKED>},this.fs = fs;
3136,java,expression_statement,public CreateAddressResult createAddress(CreateAddressRequest request) {request = beforeClientExecution(request);return executeCreateAddress(request);},public CreateAddressResult createAddress(CreateAddressRequest request) {<MASKED>return executeCreateAddress(request);},request = beforeClientExecution(request);
3137,c#,expression_statement,"public virtual CreateAddressResponse CreateAddress(CreateAddressRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateAddressRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateAddressResponseUnmarshaller.Instance;return Invoke<CreateAddressResponse>(request, options);}","public virtual CreateAddressResponse CreateAddress(CreateAddressRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateAddressRequestMarshaller.Instance;<MASKED>return Invoke<CreateAddressResponse>(request, options);}",options.ResponseUnmarshaller = CreateAddressResponseUnmarshaller.Instance;
3138,java,string_literal,"public ListFacePhotosRequest() {super(""CloudPhoto"", ""2017-07-11"", ""ListFacePhotos"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}","public ListFacePhotosRequest() {super(<MASKED>, ""2017-07-11"", ""ListFacePhotos"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}","""CloudPhoto"""
3139,c#,string_literal,"public ListFacePhotosRequest(): base(""CloudPhoto"", ""2017-07-11"", ""ListFacePhotos"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","public ListFacePhotosRequest(): base(""CloudPhoto"", <MASKED>, ""ListFacePhotos"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","""2017-07-11"""
3140,java,expression_statement,public BatchGetNamedQueryResult batchGetNamedQuery(BatchGetNamedQueryRequest request) {request = beforeClientExecution(request);return executeBatchGetNamedQuery(request);},public BatchGetNamedQueryResult batchGetNamedQuery(BatchGetNamedQueryRequest request) {<MASKED>return executeBatchGetNamedQuery(request);},request = beforeClientExecution(request);
3141,c#,expression_statement,"public virtual BatchGetNamedQueryResponse BatchGetNamedQuery(BatchGetNamedQueryRequest request){var options = new InvokeOptions();options.RequestMarshaller = BatchGetNamedQueryRequestMarshaller.Instance;options.ResponseUnmarshaller = BatchGetNamedQueryResponseUnmarshaller.Instance;return Invoke<BatchGetNamedQueryResponse>(request, options);}","public virtual BatchGetNamedQueryResponse BatchGetNamedQuery(BatchGetNamedQueryRequest request){var options = new InvokeOptions();options.RequestMarshaller = BatchGetNamedQueryRequestMarshaller.Instance;<MASKED>return Invoke<BatchGetNamedQueryResponse>(request, options);}",options.ResponseUnmarshaller = BatchGetNamedQueryResponseUnmarshaller.Instance;
3142,java,expression_statement,public CreateProfilingGroupResult createProfilingGroup(CreateProfilingGroupRequest request) {request = beforeClientExecution(request);return executeCreateProfilingGroup(request);},public CreateProfilingGroupResult createProfilingGroup(CreateProfilingGroupRequest request) {<MASKED>return executeCreateProfilingGroup(request);},request = beforeClientExecution(request);
3143,c#,expression_statement,"public virtual CreateProfilingGroupResponse CreateProfilingGroup(CreateProfilingGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateProfilingGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateProfilingGroupResponseUnmarshaller.Instance;return Invoke<CreateProfilingGroupResponse>(request, options);}","public virtual CreateProfilingGroupResponse CreateProfilingGroup(CreateProfilingGroupRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = CreateProfilingGroupResponseUnmarshaller.Instance;return Invoke<CreateProfilingGroupResponse>(request, options);}",options.RequestMarshaller = CreateProfilingGroupRequestMarshaller.Instance;
3144,java,expression_statement,"public String toString() {String padd = getPadding();StringBuilder sb = new StringBuilder(padd);if (disableCounting) {sb.append('-');}sb.append(getName());if (getRunInBackground()) {sb.append("" &"");int x = getBackgroundDeltaPriority();if (x != 0) {sb.append(x);}}return sb.toString();}","public String toString() {String padd = getPadding();StringBuilder sb = new StringBuilder(padd);if (disableCounting) {sb.append('-');}sb.append(getName());if (getRunInBackground()) {sb.append("" &"");int x = getBackgroundDeltaPriority();if (x != 0) {<MASKED>}}return sb.toString();}",sb.append(x);
3145,c#,expression_statement,"public override string ToString(){string padd = GetPadding();StringBuilder sb = new StringBuilder(padd);if (disableCounting){sb.Append('-');}sb.Append(GetName());if (RunInBackground){sb.Append("" &"");int x = BackgroundDeltaPriority;if (x != 0){sb.Append(x);}}return sb.ToString();}",public override string ToString(){string padd = GetPadding();StringBuilder sb = new StringBuilder(padd);if (disableCounting){sb.Append('-');}sb.Append(GetName());if (RunInBackground){<MASKED>int x = BackgroundDeltaPriority;if (x != 0){sb.Append(x);}}return sb.ToString();},"sb.Append("" &"");"
3146,java,expression_statement,public ListStreamingDistributionsResult listStreamingDistributions(ListStreamingDistributionsRequest request) {request = beforeClientExecution(request);return executeListStreamingDistributions(request);},public ListStreamingDistributionsResult listStreamingDistributions(ListStreamingDistributionsRequest request) {<MASKED>return executeListStreamingDistributions(request);},request = beforeClientExecution(request);
3147,c#,expression_statement,"public virtual ListStreamingDistributionsResponse ListStreamingDistributions(ListStreamingDistributionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListStreamingDistributionsRequestMarshaller.Instance;options.ResponseUnmarshaller = ListStreamingDistributionsResponseUnmarshaller.Instance;return Invoke<ListStreamingDistributionsResponse>(request, options);}","public virtual ListStreamingDistributionsResponse ListStreamingDistributions(ListStreamingDistributionsRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = ListStreamingDistributionsResponseUnmarshaller.Instance;return Invoke<ListStreamingDistributionsResponse>(request, options);}",options.RequestMarshaller = ListStreamingDistributionsRequestMarshaller.Instance;
3148,java,expression_statement,"public final void writeInt(int val) throws IOException {Memory.pokeInt(scratch, 0, val, ByteOrder.BIG_ENDIAN);write(scratch, 0, SizeOf.INT);}","public final void writeInt(int val) throws IOException {Memory.pokeInt(scratch, 0, val, ByteOrder.BIG_ENDIAN);<MASKED>}","write(scratch, 0, SizeOf.INT);"
3149,java,expression_statement,"public BlockTermsWriter(TermsIndexWriterBase termsIndexWriter,SegmentWriteState state, PostingsWriterBase postingsWriter)throws IOException {final String termsFileName = IndexFileNames.segmentFileName(state.segmentInfo.name, state.segmentSuffix, TERMS_EXTENSION);this.termsIndexWriter = termsIndexWriter;maxDoc = state.segmentInfo.maxDoc();out = state.directory.createOutput(termsFileName, state.context);boolean success = false;try {fieldInfos = state.fieldInfos;CodecUtil.writeIndexHeader(out, CODEC_NAME, VERSION_CURRENT, state.segmentInfo.getId(), state.segmentSuffix);currentField = null;this.postingsWriter = postingsWriter;postingsWriter.init(out, state); success = true;} finally {if (!success) {IOUtils.closeWhileHandlingException(out);}}}","public BlockTermsWriter(TermsIndexWriterBase termsIndexWriter,SegmentWriteState state, PostingsWriterBase postingsWriter)throws IOException {final String termsFileName = IndexFileNames.segmentFileName(state.segmentInfo.name, state.segmentSuffix, TERMS_EXTENSION);this.termsIndexWriter = termsIndexWriter;maxDoc = state.segmentInfo.maxDoc();<MASKED>boolean success = false;try {fieldInfos = state.fieldInfos;CodecUtil.writeIndexHeader(out, CODEC_NAME, VERSION_CURRENT, state.segmentInfo.getId(), state.segmentSuffix);currentField = null;this.postingsWriter = postingsWriter;postingsWriter.init(out, state); success = true;} finally {if (!success) {IOUtils.closeWhileHandlingException(out);}}}","out = state.directory.createOutput(termsFileName, state.context);"
3150,c#,expression_statement,"public BlockTermsWriter(TermsIndexWriterBase termsIndexWriter,SegmentWriteState state, PostingsWriterBase postingsWriter){string termsFileName = IndexFileNames.SegmentFileName(state.SegmentInfo.Name, state.SegmentSuffix, TERMS_EXTENSION);this.termsIndexWriter = termsIndexWriter;m_output = state.Directory.CreateOutput(termsFileName, state.Context);bool success = false;try{fieldInfos = state.FieldInfos;WriteHeader(m_output);currentField = null;this.postingsWriter = postingsWriter;postingsWriter.Init(m_output); success = true;}finally{if (!success){IOUtils.DisposeWhileHandlingException(m_output);}}}","public BlockTermsWriter(TermsIndexWriterBase termsIndexWriter,SegmentWriteState state, PostingsWriterBase postingsWriter){string termsFileName = IndexFileNames.SegmentFileName(state.SegmentInfo.Name, state.SegmentSuffix, TERMS_EXTENSION);this.termsIndexWriter = termsIndexWriter;m_output = state.Directory.CreateOutput(termsFileName, state.Context);bool success = false;try{fieldInfos = state.FieldInfos;WriteHeader(m_output);currentField = null;<MASKED>postingsWriter.Init(m_output); success = true;}finally{if (!success){IOUtils.DisposeWhileHandlingException(m_output);}}}",this.postingsWriter = postingsWriter;
3151,java,expression_statement,"public InstanceGroupModifyConfig(String instanceGroupId, Integer instanceCount) {setInstanceGroupId(instanceGroupId);setInstanceCount(instanceCount);}","public InstanceGroupModifyConfig(String instanceGroupId, Integer instanceCount) {<MASKED>setInstanceCount(instanceCount);}",setInstanceGroupId(instanceGroupId);
3152,c#,expression_statement,"public InstanceGroupModifyConfig(string instanceGroupId, int instanceCount){_instanceGroupId = instanceGroupId;_instanceCount = instanceCount;}","public InstanceGroupModifyConfig(string instanceGroupId, int instanceCount){<MASKED>_instanceCount = instanceCount;}",_instanceGroupId = instanceGroupId;
