"index","input","target"
"616","public void setCoordinates(int x1, int y1, int x2, int y2) {_spgrRecord.setRectY1(y1);_spgrRecord.setRectY2(y2);_spgrRecord.setRectX1(x1);_spgrRecord.setRectX2(x2);}
public DescribeTagsResult describeTags(DescribeTagsRequest request) {request = beforeClientExecution(request);return executeDescribeTags(request);}
public int doLogic() {return 1;}
public DeleteCustomerGatewayResult deleteCustomerGateway(DeleteCustomerGatewayRequest request) {request = beforeClientExecution(request);return executeDeleteCustomerGateway(request);}","public static Map newContext(IndexSearcher searcher) {Map context = new IdentityHashMap();context.put(""searcher"", searcher);return context;}"
"621","public NameRecord getSpecificBuiltinRecord(byte builtInCode, int sheetNumber) {Iterator<NameRecord> iterator = _definedNames.iterator();while (iterator.hasNext()) {NameRecord record = iterator.next();if (record.getBuiltInName() == builtInCode && record.getSheetNumber() == sheetNumber) {return record;}}return null;}
public final double readDouble() throws IOException {return Double.longBitsToDouble(readLong());}
public void write(byte[] buffer, int offset, int count) throws IOException {super.write(buffer, offset, count);}
public TokenStream create(TokenStream input) {return new PersianNormalizationFilter(input);}","public SpanishLightStemFilterFactory(Map<String,String> args) {super(args);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}"
"626","public SmallDocSet(int size) {intSet = new SentinelIntSet(size, -1);}
public RawCharSequence(byte[] buf, int start, int end) {buffer = buf;startPtr = start;endPtr = end;}
public GetCustomVerificationEmailTemplateResult getCustomVerificationEmailTemplate(GetCustomVerificationEmailTemplateRequest request) {request = beforeClientExecution(request);return executeGetCustomVerificationEmailTemplate(request);}
public SendMessageBatchRequest(String queueUrl, java.util.List<SendMessageBatchRequestEntry> entries) {setQueueUrl(queueUrl);setEntries(entries);}","public void writeInt(int v) {writeContinueIfRequired(4);_ulrOutput.writeInt(v);}"
"631","public DescribeDataSourcesResult describeDataSources(DescribeDataSourcesRequest request) {request = beforeClientExecution(request);return executeDescribeDataSources(request);}
public ListRoomsResult listRooms(ListRoomsRequest request) {request = beforeClientExecution(request);return executeListRooms(request);}
public char getConversion() {return c;}
public boolean equals(Object _other) {FieldAndTerm other = (FieldAndTerm) _other;return other.field.equals(field) && term.bytesEquals(other.term);}","public CreateConfigurationSetEventDestinationResult createConfigurationSetEventDestination(CreateConfigurationSetEventDestinationRequest request) {request = beforeClientExecution(request);return executeCreateConfigurationSetEventDestination(request);}"
"636","public Ole10Native(String label, String filename, String command, byte[] data) {setLabel(label);setFileName(filename);setCommand(command);setDataBuffer(data);mode = EncodingMode.parsed;}
public String toString() {StringBuilder sb = new StringBuilder();if (fetchResult != null)sb.append(fetchResult.toString());elsesb.append(""No fetch result"");sb.append(""\n"");if (mergeResult != null)sb.append(mergeResult.toString());else if (rebaseResult != null)sb.append(rebaseResult.toString());elsesb.append(""No update result"");return sb.toString();}
public static Cell createCell(Row row, int column, String value) {return createCell(row, column, value, null);}
public TokenStream create(TokenStream input) {return new HindiNormalizationFilter(input);}","public DescribeAddressesResult describeAddresses() {return describeAddresses(new DescribeAddressesRequest());}"
"641","public SimpleQQParser(String qqName, String indexField) {this(new String[] { qqName }, indexField);}
public void dispatch(RefsChangedListener listener) {listener.onRefsChanged(this);}
public SnowballFilter(TokenStream in, String name) {super(in);try {Class<? extends SnowballStemmer> stemClass =Class.forName(""org.tartarus.snowball.ext."" + name + ""Stemmer"").asSubclass(SnowballStemmer.class);stemmer = stemClass.getConstructor().newInstance();} catch (Exception e) {}}
public UpgradeAppliedSchemaResult upgradeAppliedSchema(UpgradeAppliedSchemaRequest request) {request = beforeClientExecution(request);return executeUpgradeAppliedSchema(request);}","public String getParent() {int length = path.length(), firstInPath = 0;if (separatorChar == '\\' && length > 2 && path.charAt(1) == ':') {firstInPath = 2;}int index = path.lastIndexOf(separatorChar);if (index == -1 && firstInPath > 0) {index = 2;}if (index == -1 || path.charAt(length - 1) == separatorChar) {return null;}if (path.indexOf(separatorChar) == index&& path.charAt(firstInPath) == separatorChar) {return path.substring(0, index + 1);}return path.substring(0, index);}"
"646","public BufferedChecksumIndexInput(IndexInput main) {super(""BufferedChecksumIndexInput("" + main + "")"");this.main = main;this.digest = new BufferedChecksum(new CRC32());}
public final void remove(RevFlagSet set) {flags &= ~set.mask;}
public boolean equals(Object obj) {if (this == obj)return true;if (obj == null)return false;if (getClass() != obj.getClass())return false;return true;}
public GetFaceSearchResult getFaceSearch(GetFaceSearchRequest request) {request = beforeClientExecution(request);return executeGetFaceSearch(request);}","public DescribeUserStackAssociationsResult describeUserStackAssociations(DescribeUserStackAssociationsRequest request) {request = beforeClientExecution(request);return executeDescribeUserStackAssociations(request);}"
"651","public void close() throws IOException {in.close();in = new ClosedInputStream();}
public CreateBranchCommand branchCreate() {return new CreateBranchCommand(repo);}
public void serialize(LittleEndianOutput out) {out.writeShort(rt);out.writeShort(grbitFrt);out.writeShort(wOffset);out.writeShort(at);out.writeShort(grbit);if(unused != null)out.writeShort(unused);}
public StringBuilder insert(int offset, Object obj) {insert0(offset, obj == null ? ""null"" : obj.toString());return this;}","public int next() {int res = child;if (child != TaxonomyReader.INVALID_ORDINAL) {child = siblings[child];}return res;}"
"656","public DeleteStackResult deleteStack(DeleteStackRequest request) {request = beforeClientExecution(request);return executeDeleteStack(request);}
public NorwegianMinimalStemFilterFactory(Map<String,String> args) {super(args);String variant = get(args, ""variant"");if (variant == null || ""nb"".equals(variant)) {flags = BOKMAAL;} else if (""nn"".equals(variant)) {flags = NYNORSK;} else if (""no"".equals(variant)) {flags = BOKMAAL | NYNORSK;} else {throw new IllegalArgumentException(""invalid variant: "" + variant);}if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}
public String toString() {return ""Z("" + z + "")"";}
public static org.apache.poi.hssf.record.Record create(RecordInputStream in) {switch (in.remaining()) {case 0:return instance;case 2:return new InterfaceHdrRecord(in);}throw new RecordFormatException(""Invalid record data size: "" + in.remaining());}","public int getCellsPnt() {int size = 0;for (Row row : rows)size += row.getCellsPnt();return size;}"
"661","public boolean equals(Object obj) {if (obj == this) {return true;}else if (!(obj instanceof LexerActionExecutor)) {return false;}LexerActionExecutor other = (LexerActionExecutor)obj;return hashCode == other.hashCode&& Arrays.equals(lexerActions, other.lexerActions);}
public static final Analyzer createAnalyzer(String className) throws Exception{final Class<? extends Analyzer> clazz = Class.forName(className).asSubclass(Analyzer.class);try {Constructor<? extends Analyzer> cnstr = clazz.getConstructor(Version.class);return cnstr.newInstance(Version.LATEST);} catch (NoSuchMethodException nsme) {return clazz.getConstructor().newInstance();}}
public GetSegmentVersionsResult getSegmentVersions(GetSegmentVersionsRequest request) {request = beforeClientExecution(request);return executeGetSegmentVersions(request);}
public int getDeltaBaseCacheLimit() {return deltaBaseCacheLimit;}","public GroupMerger(Sort groupSort) {groupComp = new GroupComparator<>(groupSort);queue = new TreeSet<>(groupComp);groupsSeen = new HashMap<>();}"
"666","public long get(int index) {final int o = index >>> 4;final int b = index & 15;final int shift = b << 2;return (blocks[o] >>> shift) & 15L;}
public FileIdCluster( int drawingGroupId, int numShapeIdsUsed ) {this.field_1_drawingGroupId = drawingGroupId;this.field_2_numShapeIdsUsed = numShapeIdsUsed;}
public CharArrayIterator clone() {CharArrayIterator clone = new CharArrayIterator();clone.setText(array, start, length);clone.index = index;return clone;}
public DescribeReservedNodesResult describeReservedNodes(DescribeReservedNodesRequest request) {request = beforeClientExecution(request);return executeDescribeReservedNodes(request);}","public ObjectWalk(Repository repo, int depth) {super(repo);this.depth = depth;this.deepenNots = Collections.emptyList();this.UNSHALLOW = newFlag(""UNSHALLOW""); this.REINTERESTING = newFlag(""REINTERESTING""); this.DEEPEN_NOT = newFlag(""DEEPEN_NOT""); }"
"671","public boolean isRefLogDisabled() {return refLogMessage == null;}
public SetLoadBalancerListenerSSLCertificateResult setLoadBalancerListenerSSLCertificate(SetLoadBalancerListenerSSLCertificateRequest request) {request = beforeClientExecution(request);return executeSetLoadBalancerListenerSSLCertificate(request);}
public DescribeRulesPackagesResult describeRulesPackages(DescribeRulesPackagesRequest request) {request = beforeClientExecution(request);return executeDescribeRulesPackages(request);}
public byte readByte() throws IOException {return primitiveTypes.readByte();}","public String getConversion() {return s;}"
"676","public StandardSyntaxParserTokenManager(CharStream stream, int lexState){this(stream);SwitchTo(lexState);}
public TokenStream create(TokenStream input) {return new TurkishLowerCaseFilter(input);}
public String toString() {return ""B"";}
public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0) {return evaluate(srcRowIndex, srcColumnIndex, arg0, DEFAULT_ARG1);}","public void doubleField(FieldInfo fieldInfo, double value) {doc.add(new StoredField(fieldInfo.name, value));}"
"681","public GetDistributionConfigRequest(String id) {setId(id);}
public DescribeCacheSecurityGroupsResult describeCacheSecurityGroups() {return describeCacheSecurityGroups(new DescribeCacheSecurityGroupsRequest());}
public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0) {double d;try {ValueEval ve = OperandResolver.getSingleValue(arg0, srcRowIndex, srcColumnIndex);d = OperandResolver.coerceValueToDouble(ve);} catch (EvaluationException e) {return e.getErrorEval();}if (d == 0.0) { return NumberEval.ZERO;}return new NumberEval(d / 100);}
public boolean containsCell(int rowIndex, int columnIndex) {if (columnIndex < _firstColumnIndex) {return false;}if (columnIndex > _lastColumnIndex) {return false;}if (rowIndex < _firstRowIndex) {return false;}if (rowIndex > _lastRowIndex) {return false;}return true;}","public GetSegmentVersionResult getSegmentVersion(GetSegmentVersionRequest request) {request = beforeClientExecution(request);return executeGetSegmentVersion(request);}"
"686","public final FloatBuffer put(float[] src, int srcOffset, int byteCount) {throw new ReadOnlyBufferException();}
public final IntBuffer put(int[] src) {return put(src, 0, src.length);}
public SearchFaceRequest() {super(""LinkFace"", ""2018-07-20"", ""SearchFace"");setProtocol(ProtocolType.HTTPS);setMethod(MethodType.POST);}
public TagStreamResult tagStream(TagStreamRequest request) {request = beforeClientExecution(request);return executeTagStream(request);}","public String getAccessKeyId() {return this.accessKeyId;}"
"691","public ET previous() {if (expectedModCount == list.modCount) {if (link != list.voidLink) {lastLink = link;link = link.previous;pos--;return lastLink.data;}throw new NoSuchElementException();}throw new ConcurrentModificationException();}
public CreateLBCookieStickinessPolicyResult createLBCookieStickinessPolicy(CreateLBCookieStickinessPolicyRequest request) {request = beforeClientExecution(request);return executeCreateLBCookieStickinessPolicy(request);}
public CreateDataSourceFromRDSResult createDataSourceFromRDS(CreateDataSourceFromRDSRequest request) {request = beforeClientExecution(request);return executeCreateDataSourceFromRDS(request);}
public CreateReceiptFilterResult createReceiptFilter(CreateReceiptFilterRequest request) {request = beforeClientExecution(request);return executeCreateReceiptFilter(request);}","public final byte get(int index) {checkIndex(index);return backingArray[offset + index];}"
"696","public CherryPickCommand include(AnyObjectId commit) {return include(commit.getName(), commit);}
public ATNDeserializationOptions() {this.verifyATN = true;this.generateRuleBypassTransitions = false;}
public ListIdentityPoliciesResult listIdentityPolicies(ListIdentityPoliciesRequest request) {request = beforeClientExecution(request);return executeListIdentityPolicies(request);}
public static boolean isValidCode(int errorCode) {for (FormulaError error : values()) {if (error.getCode() == errorCode) return true;if (error.getLongCode() == errorCode) return true;}return false;}","public RKRecord(RecordInputStream in) {super(in);field_4_rk_number = in.readInt();}"
